TRIP_CODE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,SPCODE,COUNTS,SAMPVOL_L
NSI20110816,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,7,1.244232
MAI20111214,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,2,9.04896
MAI20111214,Eucalanidae j,COPEPOD,Copepod,,,104085,7,9.04896
MAI20111214,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,1,4.52448
ROT20110923,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,15,0.509004
ROT20110923,Calocalanus cf. styliremis f,COPEPOD,Copepod,Calocalanus,cf. styliremis,104193,1,0.509004
ROT20110923,Calocalanus spp. j,COPEPOD,Copepod,Calocalanus,spp.,104193,8,0.509004
ROT20110923,Eucalanus spp. j,COPEPOD,Copepod,Eucalanus,spp.,104171,10,0.509004
ROT20110923,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,2,0.509004
ROT20110923,Undinula vulgaris m,COPEPOD,Copepod,Undinula,vulgaris,104473,1,0.509004
ROT20110923,Egg mass,NON-COPEPOD,Egg,,,,11,0.509004
ROT20110923,Medusa,NON-COPEPOD,Cnidarian,,,135220,1,0.509004
ROT20110923,Polychaete larvae,NON-COPEPOD,Polychaete,,,883,3,0.509004
MAI20111214,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,8,9.04896
NSI20120806,Calocalanus styliremis f,COPEPOD,Copepod,Calocalanus,styliremis,104673,2,0.622116
NSI20120806,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,2,0.622116
NSI20120806,Farranula gibbula f,COPEPOD,Copepod,Farranula,gibbula,346477,2,0.622116
KAI20111115,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,104161,2,5.6556
KAI20111115,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,764980,2,5.6556
MAI20111214,Subeucalanus spp. j,COPEPOD,Copepod,Subeucalanus,spp.,104173,1,4.52448
YON20120112,Farranula gibbula f,COPEPOD,Copepod,Farranula,gibbula,346477,1,0.735228
YON20120112,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,11,1.0293192
KAI20111115,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,8,11.3112
KAI20111115,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,25,11.3112
NSI20121114,Acrocalanus gibber m,COPEPOD,Copepod,Acrocalanus,gibber,104645,1,0.622116
NSI20121114,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,3,0.622116
NSI20121114,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,9,0.622116
NSI20121114,Rhincalanus cornutus j,COPEPOD,Copepod,Rhincalanus,cornutus,104542,1,0.622116
NSI20121114,Doliolum denticulatum,NON-COPEPOD,Thaliacean,Doliolum,denticulatum,137246,1,0.622116
NSI20121114,Fritillariidae,NON-COPEPOD,Appendicularian,,,103354,22,0.622116
NSI20121114,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,10,0.622116
NSI20121114,Polychaete,NON-COPEPOD,Polychaete,,,883,1,0.622116
NSI20121114,Prosobranch,NON-COPEPOD,Mollusc,,,102,5,0.622116
NSI20121114,Thalia democratica sol,NON-COPEPOD,Thaliacean,Thalia,democratica,137279,1,0.622116
MAI20111214,Chaetognatha,NON-COPEPOD,Chaetognath,,,2081,9,9.04896
PHB20120212,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,1,2.8278
PHB20120212,Centropages orsinii f,COPEPOD,Copepod,Centropages,orsinii,220901,1,2.8278
PHB20120212,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,13,5.09004
PHB20120212,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,106658,1,2.8278
PHB20120212,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,336,3.95892
PHB20120212,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,19,2.8278
PHB20120212,Ostracod,NON-COPEPOD,Ostracod,,,1078,1,2.8278
PHB20120212,Podon spp.,NON-COPEPOD,Cladoceran,Podon,spp.,106269,4,2.8278
PHB20120212,Siphonophore,NON-COPEPOD,Cnidarian,,,1371,3,2.8278
PHB20110829,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,1,1.13112
PHB20110829,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,116116,5,2.26224
PHB20110829,Decapod larvae,NON-COPEPOD,Decapod,,,1130,1,1.13112
NSI20120229,Acrocalanus spp. m,COPEPOD,Copepod,Acrocalanus,spp.,104192,1,0.622116
MAI20110812,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,3,13.57344
PHB20110914,Farranula rostrata f,COPEPOD,Copepod,Farranula,rostrata,128814,2,2.26224
PHB20110914,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,128690,14,4.52448
MAI20110812,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,104161,5,13.57344
MAI20110812,Pleuromamma gracilis f,COPEPOD,Copepod,Pleuromamma,gracilis,104639,7,13.57344
KAI20111115,Nauplii harpacticoid,COPEPOD,Copepod,,,1102,1,5.6556
KAI20111115,Oncaea venusta venella no hump f,COPEPOD,Copepod,Oncaea,venusta venella no hump,363588,3,5.6556
KAI20111115,Chaetognatha,NON-COPEPOD,Chaetognath,,,2081,2,5.6556
KAI20111115,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,1,5.6556
NSI20120912,Acrocalanus spp. f,COPEPOD,Copepod,Acrocalanus,spp.,104192,1,1.55529
NSI20120912,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,2,1.55529
NSI20120912,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,3,1.55529
NSI20120912,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,8,1.55529
NSI20120912,Subeucalanus spp. j,COPEPOD,Copepod,Subeucalanus,spp.,104173,9,1.55529
NSI20120912,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,1,1.55529
NSI20120912,Chaetognatha,NON-COPEPOD,Chaetognath,,,2081,15,1.55529
NSI20120912,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,16,1.55529
NSI20120912,Ostracod,NON-COPEPOD,Ostracod,,,1078,1,1.55529
PHB20110717,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,4,22.6224
PHB20110717,Acrocalanus gibber m,COPEPOD,Copepod,Acrocalanus,gibber,104645,1,11.3112
NSI20121017,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,346026,1,0.622116
NSI20121017,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,2,0.622116
NSI20121114,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,1,0.622116
PHB20111206,Mecynocera spp. j,COPEPOD,Copepod,Mecynocera,spp.,104184,2,2.8278
PHB20111206,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,12,8.4834
PHB20111206,Temora spp. j,COPEPOD,Copepod,Temora,spp.,104241,1,2.8278
PHB20111206,Subeucalanus crassus f,COPEPOD,Copepod,Subeucalanus,crassus,104544,2,5.6556
PHB20111206,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,137222,3,2.8278
NSI20121114,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,128690,10,1.244232
YON20111213,Acrocalanus spp. j,COPEPOD,Copepod,Acrocalanus,spp.,104192,1,0.735228
YON20111213,Calanoid j,COPEPOD,Copepod,,,1100,95,1.0293192
YON20111213,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,1,0.735228
YON20111213,Oithona plumifera f,COPEPOD,Copepod,Oithona,plumifera,106652,3,0.735228
YON20111213,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,98,1.0293192
NSI20121017,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,1,0.622116
KAI20111219,Calanoid j,COPEPOD,Copepod,,,1100,142,3.95892
KAI20111219,Clausocalanus farrani f (<1.00mm),COPEPOD,Copepod,Clausocalanus,farrani,220843,1,1.13112
NSI20121017,Pleuromamma spp. j,COPEPOD,Copepod,Pleuromamma,spp.,104191,1,0.622116
NSI20121017,Temora turbinata j,COPEPOD,Copepod,Temora,turbinata,104880,1,0.622116
KAI20111219,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,116116,8,3.95892
KAI20111219,Cavoliniidae shell,NON-COPEPOD,Mollusc,,,23000,29,3.95892
KAI20111219,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,36,3.95892
YON20111213,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,15,1.0293192
KAI20111219,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,1,2.8278
KAI20111219,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,1,2.8278
KAI20111219,Prosobranch,NON-COPEPOD,Mollusc,,,102,2,2.8278
YON20111213,Prosobranch,NON-COPEPOD,Mollusc,,,102,41,1.0293192
MAI20111214,Acartia spp. f,COPEPOD,Copepod,Acartia,spp.,104108,1,4.52448
PHB20110914,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,137222,12,3.39336
PHB20110914,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,116116,1,1.13112
PHB20110914,Oncaea scottodicarloi f,COPEPOD,Copepod,Oncaea,scottodicarloi,128950,2,1.13112
PHB20110914,Subeucalanus crassus f,COPEPOD,Copepod,Subeucalanus,crassus,104544,2,2.26224
PHB20110914,Medusa,NON-COPEPOD,Cnidarian,,,135220,5,2.26224
PHB20110914,Euchaeta spp. f,COPEPOD,Copepod,Euchaeta,spp.,104174,1,1.13112
NSI20110915,Oithona atlantica f,COPEPOD,Copepod,Oithona,atlantica,106642,5,1.244232
NSI20110915,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,13,1.244232
NSI20110915,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,1,0.622116
NSI20110915,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,2,0.622116
NSI20110915,Salpidae,NON-COPEPOD,Thaliacean,,,137217,1,0.622116
PHB20111117,Triconia conifera complex f,COPEPOD,Copepod,Triconia,conifera complex,128957,1,5.6556
YON20120112,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,106,0.2940912
YON20120112,Fritillariidae,NON-COPEPOD,Appendicularian,,,103354,10,0.2940912
NSI20130111,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,1,0.622116
NSI20130111,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,1,0.622116
NSI20130111,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,128690,15,0.622116
NSI20130111,Amphipod j,NON-COPEPOD,Amphipod,,,1135,2,0.622116
NSI20130111,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,,,146142,1,0.622116
NSI20130111,Prosobranch,NON-COPEPOD,Mollusc,,,102,6,0.622116
NSI20110727,Lucicutia spp. j,COPEPOD,Copepod,Lucicutia,spp.,104183,2,1.55529
NSI20110727,Microsetella norvegica m,COPEPOD,Copepod,Microsetella,norvegica,116115,2,2.177406
YON20110616,Ditrichocorycaeus erythraeus m,COPEPOD,Copepod,Ditrichocorycaeus,erythraeus,764981,2,0.5881824
YON20110616,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,,,1103,59,0.5881824
YON20110616,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,3,0.2940912
YON20110616,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,1,0.2940912
YON20110616,Cavoliniidae body,NON-COPEPOD,Mollusc,,,23000,1,0.2940912
ROT20111020,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,5,0.509004
ROT20111020,Acartia (Acanthacartia) tonsa f,COPEPOD,Copepod,Acartia (Acanthacartia),tonsa,345943,3,0.509004
ROT20111020,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,104161,8,0.509004
ROT20111020,Corycaeus speciosus f,COPEPOD,Copepod,Corycaeus,speciosus,128800,4,0.509004
ROT20111020,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,764980,1,0.509004
ROT20111020,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,116116,3,0.509004
ROT20111020,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,83,0.509004
NSI20120511,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,1,0.622116
NSI20120511,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,116116,1,0.622116
YON20110720,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,1,0.2940912
YON20110720,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,4,1.0293192
YON20110720,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,3,1.0293192
YON20110720,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,12,1.0293192
ROT20111020,Polychaete larvae,NON-COPEPOD,Polychaete,,,883,1,0.509004
NSI20120511,Calycophoran,NON-COPEPOD,Cnidarian,,,135333,1,0.622116
YON20110720,Ditrichocorycaeus erythraeus m,COPEPOD,Copepod,Ditrichocorycaeus,erythraeus,764981,2,0.735228
YON20110720,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,3,0.735228
YON20110720,Gammarid amphipod,NON-COPEPOD,Amphipod,,,1207,1,0.735228
PHB20110717,Corycaeus crassiusculus f,COPEPOD,Copepod,Corycaeus,crassiusculus,128799,1,11.3112
NSI20120229,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,8,0.622116
NSI20120229,Nauplii copepod,COPEPOD,Copepod,,,1080,74,0.622116
NSI20120229,Oncaea paraclevei f,COPEPOD,Copepod,Oncaea,paraclevei,361875,1,0.622116
NSI20120229,Sapphirina spp. j,COPEPOD,Copepod,Sapphirina,spp.,128722,1,0.622116
NSI20120229,Subeucalanus spp. j,COPEPOD,Copepod,Subeucalanus,spp.,104173,2,0.622116
NSI20120229,Doliolum denticulatum,NON-COPEPOD,Thaliacean,Doliolum,denticulatum,137246,1,0.622116
NSI20120229,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,137222,2,0.622116
NSI20120229,Podon spp.,NON-COPEPOD,Cladoceran,Podon,spp.,106269,1,0.622116
YON20111027,Calanoid j,COPEPOD,Copepod,,,1100,134,0.735228
YON20110908,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,1,0.2940912
YON20110908,Corycaeidae j,COPEPOD,Copepod,,,128569,8,0.2940912
YON20110908,Lucicutia flavicornis f,COPEPOD,Copepod,Lucicutia,flavicornis,104597,1,0.2940912
YON20110908,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,116382,1,0.2940912
YON20110908,Oithona setigera f,COPEPOD,Copepod,Oithona,setigera,106655,3,0.2940912
YON20110908,Oncaea clevei f,COPEPOD,Copepod,Oncaea,clevei,354022,14,0.2940912
YON20110908,Bivalve,NON-COPEPOD,Mollusc,,,105,1,0.2940912
YON20110908,Fritillariidae,NON-COPEPOD,Appendicularian,,,103354,1,0.2940912
YON20110908,Ostracod,NON-COPEPOD,Ostracod,,,1078,2,0.2940912
YON20111027,Ditrichocorycaeus lubbocki f,COPEPOD,Copepod,Ditrichocorycaeus,lubbocki,128807,1,0.735228
YON20111027,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,9,0.735228
YON20111027,Temora discaudata f,COPEPOD,Copepod,Temora,discaudata,220898,1,0.735228
YON20111027,Temora spp. j,COPEPOD,Copepod,Temora,spp.,104241,3,0.735228
YON20111027,Echinoderm larvae,NON-COPEPOD,Echinoderm,,,1806,6,0.735228
MAI20111026,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,65,1.809792
MAI20111026,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,2,1.809792
MAI20111026,Cladoceran j,NON-COPEPOD,Cladoceran,,,1076,1,0.904896
ESP20120309,Candacia catula m,COPEPOD,Copepod,Candacia,catula,220913,4,0.509004
ESP20120309,Clausocalanus paululus f,COPEPOD,Copepod,Clausocalanus,paululus,104508,2,0.509004
ESP20120309,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,1,0.509004
ESP20120309,Bivalve,NON-COPEPOD,Mollusc,,,105,29,0.509004
ESP20120309,Brachyuran zoea,NON-COPEPOD,Decapod,,,106673,2,0.509004
ESP20120309,Mysid,NON-COPEPOD,Mysida,,,2824,1,0.509004
ESP20120309,Polychaete,NON-COPEPOD,Polychaete,,,883,1,0.509004
ESP20120309,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,106278,5,0.509004
ESP20120309,Trochophore larvae,NON-COPEPOD,Polychaete,,,882,5,0.509004
PHB20120212,Calanid CV,COPEPOD,Copepod,,,104079,1,1.13112
PHB20120212,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,2,2.26224
PHB20120212,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,1,1.13112
KAI20120116,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,1,5.6556
KAI20120116,Clytemnestra scutellata m,COPEPOD,Copepod,Clytemnestra,scutellata,115805,1,5.6556
PHB20120917,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,54,3.95892
KAI20120116,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,24,5.6556
YON20120208,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,15,1.470456
YON20120208,Oncaea clevei f,COPEPOD,Copepod,Oncaea,clevei,354022,2,1.470456
KAI20120116,Cavoliniidae shell,NON-COPEPOD,Mollusc,,,23000,7,5.6556
YON20120208,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,1,1.470456
YON20120208,Lucifer spp.,NON-COPEPOD,Decapod,Lucifer,spp.,106827,5,1.470456
PHB20121009,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,1,1.13112
PHB20121009,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,,,1103,169,2.26224
PHB20120917,Polychaete,NON-COPEPOD,Polychaete,,,883,4,3.95892
PHB20121009,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,2,3.95892
PHB20121009,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,104510,2,3.95892
ESP20110818,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,1,0.509004
ESP20110818,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,11,1.527012
ESP20110818,Oncaea venusta typica f,COPEPOD,Copepod,Oncaea,venusta typica,363803,2,1.018008
PHB20121009,Cavoliniidae shell,NON-COPEPOD,Mollusc,,,23000,65,2.26224
PHB20121009,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,23,2.26224
PHB20121009,Pseudevadne tergestina f,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,106278,40,2.26224
PHB20121009,Cladoceran,NON-COPEPOD,Cladoceran,,,1076,3,1.13112
PHB20121009,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,1,1.13112
PHB20121009,Pleuromamma piseki f,COPEPOD,Copepod,Pleuromamma,piseki,104640,1,2.8278
MAI20120119,Calanid CV,COPEPOD,Copepod,,,104079,6,1.809792
NIN20110209,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,1,0.56556
NSI20130326,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,5,0.622116
NSI20130326,Mecynocera clausi f,COPEPOD,Copepod,Mecynocera,clausi,104616,1,0.622116
MAI20120119,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,60,1.809792
MAI20120119,Mecynocera clausi f,COPEPOD,Copepod,Mecynocera,clausi,104616,4,1.809792
MAI20120119,Isopod,NON-COPEPOD,Isopod,,,1131,1,0.904896
NSI20130326,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,12,0.622116
NSI20130326,Temora discaudata f,COPEPOD,Copepod,Temora,discaudata,220898,1,0.622116
NSI20130326,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,1,0.622116
NSI20130326,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,2,0.622116
NSI20130326,Undinula vulgaris f,COPEPOD,Copepod,Undinula,vulgaris,104473,3,0.622116
NSI20130326,Amphipod,NON-COPEPOD,Amphipod,,,1135,5,0.622116
NSI20130326,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,137222,5,0.622116
MAI20120524,Calanid CIV,COPEPOD,Copepod,,,104079,13,15.83568
MAI20120524,Calanus australis CV,COPEPOD,Copepod,Calanus,australis,345760,12,15.83568
MAI20120524,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,2,9.04896
MAI20120724,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,104669,5,7.691616
MAI20120524,Euphausiid adult,NON-COPEPOD,Euphausiid,,,110671,30,15.83568
MAI20120524,Chaetognatha,NON-COPEPOD,Chaetognath,,,2081,5,13.57344
MAI20121112,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,6,2.714688
MAI20121112,Clausocalanus parapergens f,COPEPOD,Copepod,Clausocalanus,parapergens,104507,1,0.904896
MAI20120820,Calanid CV,COPEPOD,Copepod,,,104079,1,4.52448
MAI20120820,Centropages australiensis f,COPEPOD,Copepod,Centropages,australiensis,346252,1,4.52448
MAI20120820,Paracalanus spp. j,COPEPOD,Copepod,Paracalanus,spp.,104196,3,9.04896
MAI20120820,Egg mass,NON-COPEPOD,Egg,,,,1,4.52448
MAI20120524,Medusa,NON-COPEPOD,Cnidarian,,,135220,1,6.78672
MAI20120820,Labidocera spp. j,COPEPOD,Copepod,Labidocera,spp.,104208,1,4.52448
ESP20110120,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,3,0.509004
ESP20110120,Nauplii calanoid,COPEPOD,Copepod,,,1100,57,1.018008
ESP20110120,Oithona plumifera f,COPEPOD,Copepod,Oithona,plumifera,106652,10,1.018008
ESP20110512,Clausocalanus farrani/jobei f (1.00mm>x<1.2mm),COPEPOD,Copepod,Clausocalanus,farrani/jobei,104504,3,0.509004
ESP20110512,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,5,0.509004
ESP20110512,Corycaeidae j,COPEPOD,Copepod,,,128569,24,0.509004
ESP20110512,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,116,0.509004
ESP20110512,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,128690,2,0.509004
ESP20110512,Bivalve,NON-COPEPOD,Mollusc,,,105,360,0.509004
ESP20110512,Chaetognatha,NON-COPEPOD,Chaetognath,,,2081,7,0.509004
ESP20110512,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,4,0.509004
PHB20120517,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,4,11.3112
PHB20120517,Clausocalanus farrani f (<1.00mm),COPEPOD,Copepod,Clausocalanus,farrani,220843,1,5.6556
PHB20120517,Microsetella spp. f,COPEPOD,Copepod,Microsetella,spp.,115341,4,11.3112
PHB20120517,Oithona atlantica f,COPEPOD,Copepod,Oithona,atlantica,106642,2,8.4834
PHB20120517,Oncaea clevei f,COPEPOD,Copepod,Oncaea,clevei,354022,3,5.6556
PHB20120517,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,6,8.4834
PHB20120517,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,5,11.3112
PHB20120517,Lensia spp.,NON-COPEPOD,Cnidarian,Lensia,spp.,135365,1,5.6556
ESP20120612,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,2,1.018008
ESP20120612,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,220943,2,1.018008
ESP20120612,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,137752,36,1.018008
ESP20120612,Polychaete larvae,NON-COPEPOD,Polychaete,,,883,2,0.509004
PHB20120517,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,1,2.8278
PHB20120517,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,2,5.6556
DAR20130617_1500,Clausocalanus spp. f,COPEPOD,Copepod,Clausocalanus,spp.,104161,1,0.28278
DAR20130617_1500,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,1,0.28278
DAR20130617_1500,Corycaeus crassiusculus f,COPEPOD,Copepod,Corycaeus,crassiusculus,128799,1,0.28278
DAR20130617_1500,Nauplii harpacticoid,COPEPOD,Copepod,,,1102,2,0.28278
DAR20130617_1500,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,2,0.28278
MAI20120222,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,14,3.167136
DAR20130617_1500,Oncaea venusta typica f,COPEPOD,Copepod,Oncaea,venusta typica,363803,2,0.28278
DAR20130617_1500,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,4,0.28278
DAR20130617_1500,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,2,0.28278
DAR20130617_1500,Rhincalanus rostrifrons f,COPEPOD,Copepod,Rhincalanus,rostrifrons,356829,1,0.28278
MAI20120222,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,17,3.167136
MAI20120222,Ctenocalanus spp. j,COPEPOD,Copepod,Ctenocalanus,spp.,104162,6,2.26224
MAI20120222,Eucalanidae j,COPEPOD,Copepod,,,104085,1,2.26224
MAI20120222,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,2,3.167136
MAI20120222,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,128690,1,2.26224
MAI20120222,Paracalanus spp. m,COPEPOD,Copepod,Paracalanus,spp.,104196,3,3.167136
MAI20120222,Echinoderm larvae,NON-COPEPOD,Echinoderm,,,1806,6,2.26224
MAI20120222,Egg,NON-COPEPOD,Egg,,,,3,2.26224
