SAMPLE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,CELL_COUNT,SAMPVOL_L
196,Flagellate <10 µm fusiform,Flagellate,(null),(null),5599,0.04
196,Flagellate <10 µm round,Flagellate,(null),(null),8822,0.04
196,Gonyaulax spp.,Dinoflagellate,Gonyaulax,spp.,17,0.04
196,Guinardia delicatula,Centric diatom,Guinardia,delicatula,10,0.04
196,Guinardia striata,Centric diatom,Guinardia,striata,48,0.04
196,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,2,0.04
196,Helicotheca spp.,Centric diatom,Helicotheca,spp.,31,0.04
196,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,7,0.04
196,Lauderia annulata < 70 µm length,Centric diatom,Lauderia,annulata,10,0.04
196,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,126,0.04
196,Leptocylindrus minimus,Centric diatom,Leptocylindrus,minimus,20,0.04
196,Navicula cf. 140-160 µm length,Pennate diatom,(null),(null),3,0.04
196,Navicula septentrionalis,Pennate diatom,Navicula,septentrionalis,17,0.04
196,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,7,0.04
196,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,3,0.04
196,Prasinophytes,Flagellate,(null),(null),127,0.04
196,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,3,0.04
196,Prymnesiophytes,Flagellate,(null),(null),891,0.04
196,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,190,0.04
196,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,54,0.04
196,Pseudosolenia spp. ~60 µm cell width,Centric diatom,Pseudosolenia,spp.,14,0.04
196,Rhizosolenia robusta,Centric diatom,Rhizosolenia,robusta,0,0.04
196,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,10,0.04
196,Thalassionema spp. > 100 µm length,Pennate diatom,Thalassionema,spp.,71,0.04
196,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,20,0.04
196,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,14,0.04
196,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,0,0.04
196,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,3,0.04
196,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,0,0.04
196,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),85,0.04
197,Asterionellopsis spp. ~50 µm length,Pennate diatom,Asterionellopsis,spp.,3,0.04
197,Chrysophyceae,Flagellate,(null),(null),6,0.04
197,Cryptophyta < 10 µm length,Flagellate,(null),(null),677,0.04
197,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,7,0.04
197,Ditylum brightwellii > 40 µm width,Centric diatom,Ditylum,brightwellii,2,0.04
197,Eutreptiella spp.,Flagellate,Eutreptiella,spp.,2,0.04
197,Flagellate <10 µm fusiform,Flagellate,(null),(null),3333,0.04
197,Flagellate <10 µm round,Flagellate,(null),(null),11563,0.04
197,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,7,0.04
197,Guinardia striata,Centric diatom,Guinardia,striata,2,0.04
197,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,(null),(null),7,0.04
197,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,3,0.04
197,Mesodinium rubrum,Ciliate,Mesodinium,rubrum,7,0.04
197,Navicula cf. 40-60 µm length,Pennate diatom,(null),(null),3,0.04
197,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,2,0.04
197,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,1,0.04
197,Prasinophytes,Flagellate,(null),(null),52,0.04
197,Prymnesiophytes,Flagellate,(null),(null),313,0.04
197,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,3,0.04
197,Raphidophytes,Flagellate,(null),(null),1,0.04
197,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,4,0.04
197,Thalassionema spp. < 100 µm length,Pennate diatom,Thalassionema,spp.,4,0.04
197,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,5,0.04
197,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),573,0.04
198,Asterionellopsis spp. ~50 µm length,Pennate diatom,Asterionellopsis,spp.,55,0.04
198,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,5,0.04
198,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,2,0.04
198,Chaetoceros curvisetus,Centric diatom,Chaetoceros (Hyalochaete),curvisetus,80,0.04
198,Chaetoceros danicus,Centric diatom,Chaetoceros (Phaeoceros),danicus,4,0.04
198,Chaetoceros decipiens < 15 µm cell width,Centric diatom,Chaetoceros (Hyalochaete),decipiens,14,0.04
198,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,2,0.04
198,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,12,0.04
198,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,81,0.04
198,Chaetoceros subtilis,Centric diatom,Chaetoceros (Hyalochaete),subtilis,78,0.04
198,Chrysophyceae,Flagellate,(null),(null),2,0.04
198,Corethron pennatum,Centric diatom,Corethron,pennatum,4,0.04
198,Coscinodiscus spp.,Centric diatom,Coscinodiscus,spp.,12,0.04
198,Cryptophyta < 10 µm length,Flagellate,(null),(null),397,0.04
198,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,30,0.04
198,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,5,0.04
198,Ditylum brightwellii > 40 µm width,Centric diatom,Ditylum,brightwellii,9,0.04
198,Eutreptiella spp.,Flagellate,Eutreptiella,spp.,2,0.04
198,Flagellate <10 µm fusiform,Flagellate,(null),(null),5735,0.04
198,Flagellate <10 µm round,Flagellate,(null),(null),8912,0.04
198,Guinardia delicatula,Centric diatom,Guinardia,delicatula,62,0.04
198,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,5,0.04
198,Guinardia striata,Centric diatom,Guinardia,striata,11,0.04
198,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,9,0.04
198,Helicotheca spp.,Centric diatom,Helicotheca,spp.,14,0.04
198,Lauderia annulata < 70 µm length,Centric diatom,Lauderia,annulata,60,0.04
198,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,7,0.04
198,Leptocylindrus minimus,Centric diatom,Leptocylindrus,minimus,7,0.04
198,Navicula septentrionalis,Pennate diatom,Navicula,septentrionalis,12,0.04
198,Phaeocystis spp. (colony),Flagellate,Phaeocystis,spp.,353,0.04
198,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,4,0.04
198,Prasinophytes,Flagellate,(null),(null),176,0.04
198,Prymnesiophytes,Flagellate,(null),(null),926,0.04
198,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,76,0.04
198,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,74,0.04
198,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,12,0.04
198,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,2,0.04
198,Skeletonema spp.,Centric diatom,Skeletonema,spp.,28,0.04
198,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,184,0.04
198,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),265,0.04
199,Amphidinium spp. <30 µm cell height,Dinoflagellate,Amphidinium,spp.,8,0.04
199,Asterionellopsis spp. ~50 µm length,Pennate diatom,Asterionellopsis,spp.,26,0.04
199,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,113,0.04
199,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,8,0.04
199,Chaetoceros decipiens < 15 µm cell width,Centric diatom,Chaetoceros (Hyalochaete),decipiens,435,0.04
199,Chaetoceros didymus,Centric diatom,Chaetoceros (Hyalochaete),didymus,397,0.04
199,Chaetoceros lorenzianus,Centric diatom,Chaetoceros (Hyalochaete),lorenzianus,227,0.04
199,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,189,0.04
199,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,4594,0.04
199,Chrysophyceae,Flagellate,(null),(null),4,0.04
199,Cryptophyta < 10 µm length,Flagellate,(null),(null),1371,0.04
199,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,23,0.04
199,Dinophysis spp.,Dinoflagellate,Dinophysis,spp.,4,0.04
199,Flagellate <10 µm fusiform,Flagellate,(null),(null),6239,0.04
199,Flagellate <10 µm round,Flagellate,(null),(null),5861,0.04
199,Gonyaulax spp.,Dinoflagellate,Gonyaulax,spp.,4,0.04
199,Guinardia delicatula,Centric diatom,Guinardia,delicatula,19,0.04
199,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,11,0.04
199,Guinardia striata,Centric diatom,Guinardia,striata,4,0.04
199,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,26,0.04
199,Lauderia annulata < 70 µm length,Centric diatom,Lauderia,annulata,4,0.04
199,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,110,0.04
199,Leptocylindrus minimus,Centric diatom,Leptocylindrus,minimus,76,0.04
199,Navicula septentrionalis,Pennate diatom,Navicula,septentrionalis,2,0.04
199,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,4,0.04
199,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,4,0.04
199,Prasinophytes,Flagellate,(null),(null),142,0.04
199,Proboscia alata,Centric diatom,Proboscia,alata,19,0.04
199,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,8,0.04
199,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,8,0.04
199,Prymnesiophytes,Flagellate,(null),(null),520,0.04
199,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,57,0.04
199,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,38,0.04
199,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,19,0.04
199,Skeletonema spp.,Centric diatom,Skeletonema,spp.,34,0.04
199,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,15,0.04
199,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,8,0.04
199,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),284,0.04
200,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,775,0.04
200,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,23,0.04
200,Chaetoceros danicus,Centric diatom,Chaetoceros (Phaeoceros),danicus,13,0.04
200,Chaetoceros lorenzianus,Centric diatom,Chaetoceros (Hyalochaete),lorenzianus,30,0.04
200,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,7,0.04
200,Chaetoceros spp.,Centric diatom,Chaetoceros,spp.,13,0.04
200,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,13,0.04
200,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,347,0.04
200,Chrysophyceae,Flagellate,(null),(null),3,0.04
200,Climacodium spp.,Centric diatom,Climacodium,spp.,8,0.04
200,Coscinodiscus spp.,Centric diatom,Coscinodiscus,spp.,7,0.04
200,Cryptophyta < 10 µm length,Flagellate,(null),(null),735,0.04
200,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,60,0.04
200,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,177,0.04
200,Flagellate <10 µm fusiform,Flagellate,(null),(null),3941,0.04
200,Flagellate <10 µm round,Flagellate,(null),(null),7213,0.04
200,Guinardia cylindrus,Centric diatom,Guinardia,cylindrus,3,0.04
200,Guinardia delicatula,Centric diatom,Guinardia,delicatula,7,0.04
200,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,3,0.04
200,Guinardia striata,Centric diatom,Guinardia,striata,120,0.04
200,Gyrodinium spp. 40-60 µm,Dinoflagellate,Gyrodinium,spp.,3,0.04
200,Helicotheca spp.,Centric diatom,Helicotheca,spp.,10,0.04
200,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,17,0.04
200,Lauderia annulata < 70 µm length,Centric diatom,Lauderia,annulata,10,0.04
200,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,478,0.04
200,Leptocylindrus minimus,Centric diatom,Leptocylindrus,minimus,17,0.04
200,Navicula septentrionalis,Pennate diatom,Navicula,septentrionalis,13,0.04
200,Phaeocystis spp. (colony),Flagellate,Phaeocystis,spp.,53,0.04
200,Pleurosigma spp. > 450 µm,Pennate diatom,Pleurosigma,spp.,7,0.04
200,Prasinophytes,Flagellate,(null),(null),234,0.04
200,Proboscia alata,Centric diatom,Proboscia,alata,10,0.04
200,Prymnesiophytes,Flagellate,(null),(null),501,0.04
200,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,134,0.04
200,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,124,0.04
200,Pseudosolenia spp. ~30 µm cell width,Centric diatom,Pseudosolenia,spp.,3,0.04
200,Pyrophacus spp.,Dinoflagellate,Pyrophacus,spp.,0,0.04
200,Rhizosolenia fallax,Centric diatom,Rhizosolenia,fallax,17,0.04
200,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,7,0.04
200,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,3,0.04
200,Tripos lineatus,Dinoflagellate,Tripos (Ceratium),lineatus,3,0.04
200,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),234,0.04
201,Amphidinium spp. <30 µm cell height,Dinoflagellate,Amphidinium,spp.,10,0.04
201,Chaetoceros danicus,Centric diatom,Chaetoceros (Phaeoceros),danicus,1,0.04
201,Chaetoceros peruvianus > 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,2,0.04
201,Chrysophyceae,Flagellate,(null),(null),5,0.04
201,Climacodium spp.,Centric diatom,Climacodium,spp.,3,0.04
201,Coscinodiscus radiatus,Centric diatom,Coscinodiscus,radiatus,2,0.04
201,Coscinodiscus spp.,Centric diatom,Coscinodiscus,spp.,1,0.04
201,Cryptophyta < 10 µm length,Flagellate,(null),(null),259,0.04
201,Cyanobacteria cluster,Cyanobacteria,(null),(null),9,0.04
201,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,3,0.04
201,Eutreptiella spp.,Flagellate,Eutreptiella,spp.,2,0.04
201,Flagellate <10 µm fusiform,Flagellate,(null),(null),2370,0.04
201,Flagellate <10 µm round,Flagellate,(null),(null),9481,0.04
201,Guinardia flaccida >150 µm length,Centric diatom,Guinardia,flaccida,2,0.04
201,Guinardia striata,Centric diatom,Guinardia,striata,4,0.04
201,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,(null),(null),5,0.04
201,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,6,0.04
201,Phaeocystis spp. (colony),Flagellate,Phaeocystis,spp.,111,0.04
201,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,1,0.04
201,Prasinophytes,Flagellate,(null),(null),259,0.04
201,Proboscia alata,Centric diatom,Proboscia,alata,6,0.04
201,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,5,0.04
201,Protoperidinium pellucidum,Dinoflagellate,Protoperidinium,pellucidum,2,0.04
201,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,1,0.04
201,Prymnesiophytes,Flagellate,(null),(null),296,0.04
201,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,1,0.04
201,Pseudosolenia spp. ~30 µm cell width,Centric diatom,Pseudosolenia,spp.,1,0.04
201,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,1,0.04
201,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,1,0.04
201,Tripos arietinus,Dinoflagellate,Tripos (Tripoceratium),arietinus,1,0.04
201,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,1,0.04
201,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,1,0.04
201,Tripos hexacanthus,Dinoflagellate,Tripos (Tripoceratium),hexacanthus,1,0.04
201,Tripos horridus,Dinoflagellate,Tripos (Tripoceratium),horridus,2,0.04
201,Tripos lineatus,Dinoflagellate,Tripos (Ceratium),lineatus,1,0.04
201,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),222,0.04
202,Amphidinium spp. <30 µm cell height,Dinoflagellate,Amphidinium,spp.,3,0.04
202,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,1,0.04
202,Chaetoceros coarctatus (+ciliates),Centric diatom,Chaetoceros (Phaeoceros),coarctatus,14,0.04
202,Chaetoceros curvisetus,Centric diatom,Chaetoceros (Hyalochaete),curvisetus,6,0.04
202,Chaetoceros danicus,Centric diatom,Chaetoceros (Phaeoceros),danicus,10,0.04
202,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,14,0.04
202,Chaetoceros peruvianus > 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,6,0.04
202,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,9,0.04
202,Chrysophyceae,Flagellate,(null),(null),4,0.04
202,Cryptophyta < 10 µm length,Flagellate,(null),(null),485,0.04
202,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,1,0.04
202,Eucampia spp. <100 µm cell length,Centric diatom,Eucampia,spp.,6,0.04
202,Eutreptiella spp.,Flagellate,Eutreptiella,spp.,3,0.04
202,Flagellate <10 µm fusiform,Flagellate,(null),(null),2281,0.04
202,Flagellate <10 µm round,Flagellate,(null),(null),10379,0.04
202,Gonyaulax spp.,Dinoflagellate,Gonyaulax,spp.,3,0.04
202,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,3,0.04
202,Guinardia striata,Centric diatom,Guinardia,striata,17,0.04
202,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,4,0.04
202,Lauderia annulata < 70 µm length,Centric diatom,Lauderia,annulata,6,0.04
202,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,177,0.04
202,Leptocylindrus minimus,Centric diatom,Leptocylindrus,minimus,46,0.04
202,Navicula septentrionalis,Pennate diatom,Navicula,septentrionalis,11,0.04
202,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,0,0.04
202,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,1,0.04
202,Phaeocystis spp. (colony),Flagellate,Phaeocystis,spp.,120,0.04
202,Phalacroma rotundatum,Dinoflagellate,Phalacroma,rotundatum,1,0.04
202,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,3,0.04
202,Prasinophytes,Flagellate,(null),(null),257,0.04
202,Proboscia alata,Centric diatom,Proboscia,alata,68,0.04
202,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,1,0.04
202,Protoperidinium oceanicum,Dinoflagellate,Protoperidinium,oceanicum,3,0.04
202,Protoperidinium pellucidum,Dinoflagellate,Protoperidinium,pellucidum,3,0.04
202,Prymnesiophytes,Flagellate,(null),(null),371,0.04
202,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,19,0.04
202,Pseudosolenia spp. ~30 µm cell width,Centric diatom,Pseudosolenia,spp.,9,0.04
202,Pseudosolenia spp. ~60 µm cell width,Centric diatom,Pseudosolenia,spp.,6,0.04
202,Pyrophacus spp.,Dinoflagellate,Pyrophacus,spp.,1,0.04
202,Rhizosolenia fallax,Centric diatom,Rhizosolenia,fallax,1,0.04
202,Rhizosolenia imbricata,Centric diatom,Rhizosolenia,imbricata,3,0.04
202,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,13,0.04
202,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,1,0.04
202,Thalassionema spp. > 100 µm length,Pennate diatom,Thalassionema,spp.,11,0.04
202,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,3,0.04
202,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,3,0.04
202,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,1,0.04
202,Tripos horridus,Dinoflagellate,Tripos (Tripoceratium),horridus,4,0.04
202,Tripos lineatus,Dinoflagellate,Tripos (Ceratium),lineatus,1,0.04
202,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,3,0.04
202,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),29,0.04
203,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,5,0.0384
203,Cerataulina spp. ~150 µm length,Centric diatom,Cerataulina,spp.,2,0.0384
203,Chaetoceros lorenzianus,Centric diatom,Chaetoceros (Hyalochaete),lorenzianus,4,0.0384
203,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,2,0.0384
203,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,14,0.0384
203,Coscinodiscus spp. 200-300 µm,Centric diatom,Coscinodiscus,spp.,2,0.096
203,Cyanobacteria coccoid chain,Cyanobacteria,(null),(null),26,0.0384
203,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,61,0.0384
203,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,28,0.0384
203,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,1,0.0384
203,Diploneis spp.,Pennate diatom,Diploneis,spp.,6,0.0384
203,Ditylum brightwellii > 40 µm width,Centric diatom,Ditylum,brightwellii,2,0.0384
203,Fragilaria spp.,Pennate diatom,Fragilaria,spp.,10,0.0384
203,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,15,0.096
203,Guinardia striata,Centric diatom,Guinardia,striata,1,0.0384
203,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,2,0.0384
203,Lauderia spp.,Centric diatom,Lauderia,spp.,4,0.0384
203,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,7,0.0384
203,Navicula cf. 40-60 µm length,Pennate diatom,(null),(null),13,0.0384
203,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,56,0.0384
203,Odontella mobiliensis,Centric diatom,Odontella,mobiliensis,2,0.0384
203,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,64,0.0384
203,Proboscia alata,Centric diatom,Proboscia,alata,4,0.096
203,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,34,0.0384
203,Rhizosolenia bergonii,Centric diatom,Rhizosolenia,bergonii,2,0.0384
203,Rhizosolenia robusta,Centric diatom,Rhizosolenia,robusta,1,0.096
203,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,1,0.0384
203,Surirella spp.,Pennate diatom,Surirella,spp.,2,0.0384
203,Thalassionema spp. < 100 µm length,Pennate diatom,Thalassionema,spp.,3,0.0384
203,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,14,0.0384
203,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,9,0.0384
203,Thalassiosira spp. 40-60 µm,Centric diatom,Thalassiosira,spp.,1,0.0384
203,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,23,0.0384
