SAMPLE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,SPCODE,ZOOP_ABUNDANCE_M3
118,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,39.2924
168,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,66.7971
143,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,5.4405
117,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,0.8841
172,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,2.0208
396,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,3.6741
439,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,3.9292
376,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,12.8593
390,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,5.8939
358,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,31.4339
59,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,5.3045
486,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,1.0478
496,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,2.5719
506,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,279.9585
653,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,23.5755
617,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,2.5719
639,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,3.5363
690,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,27.2024
668,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,3.1434
713,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,4.7151
751,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,22.102
779,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,15.717
795,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,10.609
821,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,15.717
854,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,148.8976
856,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,17.6816
983,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,3.5363
1084,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,5.4405
36,Pentacrinoid larvae,NON-COPEPOD,Echinoderm,(null),(null),1806,70.7264
107,Pentacrinoid larvae,NON-COPEPOD,Echinoderm,(null),(null),1806,1.263
516,Pentacrinoid larvae,NON-COPEPOD,Echinoderm,(null),(null),1806,3.5363
544,Pentacrinoid larvae,NON-COPEPOD,Echinoderm,(null),(null),1806,3.5363
546,Pentacrinoid larvae,NON-COPEPOD,Echinoderm,(null),(null),1806,3.5363
1076,Pentacrinoid larvae,NON-COPEPOD,Echinoderm,(null),(null),1806,8.8408
102,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,332.4139
121,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,466.794
12,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,1.9803
1,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,1.0104
55,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,32.1483
193,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,7.0726
14,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,13.6012
388,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,1.5717
433,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,0.416
410,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,14.1453
453,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,64.2967
475,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,77.799
478,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,233.3241
539,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,361.4903
545,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,7.254
671,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,11.7877
909,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,3.5363
49,Podon spp.,NON-COPEPOD,Cladoceran,Podon,spp.,106269,1.4735
83,Podon spp.,NON-COPEPOD,Cladoceran,Podon,spp.,106269,1.7682
12,Podon spp.,NON-COPEPOD,Cladoceran,Podon,spp.,106269,0.0354
85,Podon spp.,NON-COPEPOD,Cladoceran,Podon,spp.,106269,12.3771
155,Podon spp.,NON-COPEPOD,Cladoceran,Podon,spp.,106269,7.0726
19,Podon spp.,NON-COPEPOD,Cladoceran,Podon,spp.,106269,11.1141
75,Podon spp.,NON-COPEPOD,Cladoceran,Podon,spp.,106269,0.5052
885,Podon spp.,NON-COPEPOD,Cladoceran,Podon,spp.,106269,17.6816
102,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,24.7542
286,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,23.5755
291,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,1.6074
80,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,18.1868
165,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,0.3152
64,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,7.8585
81,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,7.0726
106,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,39.2924
125,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,48.9644
157,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,5.4405
158,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,0.7367
55,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,0.9645
159,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,4.4906
29,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,1.4735
27,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,15.717
133,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,0.442
62,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,1.7682
418,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,5.1251
375,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,2.0402
388,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,3.1434
382,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,4.0415
453,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,6.4297
492,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,25.7187
617,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,2.5719
562,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,1.886
684,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,7.8585
686,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,0.425
674,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,6.4297
712,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,6.2868
825,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,86.4433
829,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,3.5363
987,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,6.4297
1001,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,42.4358
11,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,106278,2.8291
83,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,106278,65.4219
103,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,106278,194.4975
194,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,106278,1.7682
428,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,106278,27.2024
390,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,106278,43.2217
61,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,106278,35.3632
464,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,106278,117.8773
634,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,106278,31.4339
680,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,106278,6.4297
289,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),23000,3.2148
291,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),23000,1.6074
294,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),23000,3.2148
123,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),23000,1.4145
180,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),23000,6.4297
182,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),23000,12.8593
147,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),23000,2.0208
439,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),23000,3.9292
401,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),23000,1.7682
649,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),23000,3.5363
707,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),23000,10.609
169,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,7.0726
11,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,4.2436
49,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,1.4735
135,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,15.717
107,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,0.6315
166,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,54.4049
111,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,12.9665
113,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,42.4358
55,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,10.609
193,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,24.7542
28,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,6.8006
148,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,6.8006
99,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,1.209
65,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,0.9823
200,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,16.0742
132,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,96.445
199,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,22.102
62,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,17.6816
172,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,29.3009
207,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,64.2967
375,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,0.6801
440,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,15.717
376,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,38.578
403,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,27.2024
405,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,40.8037
416,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,4.2864
435,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,7.8585
409,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,0.5894
484,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,12.8593
488,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,17.6816
459,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,23.5755
477,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,37.1313
501,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,244.3274
425,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,13.6012
512,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,7.0726
513,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,21.2179
522,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,421.6379
421,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,4.2436
559,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,3.9292
538,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,19.289
629,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,2.2669
622,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,10.881
645,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,32.1483
730,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,24.7542
673,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,173.6011
739,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,7.0726
782,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,99.0169
813,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,12.8593
827,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,63.6537
871,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,57.867
1083,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,27.2024
1084,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,10.881
165,Salpidae,NON-COPEPOD,Thaliacean,(null),(null),137217,0.3152
144,Salpidae,NON-COPEPOD,Thaliacean,(null),(null),137217,7.8585
439,Salpidae,NON-COPEPOD,Thaliacean,(null),(null),137217,3.9292
404,Salpidae,NON-COPEPOD,Thaliacean,(null),(null),137217,13.6012
487,Salpidae,NON-COPEPOD,Thaliacean,(null),(null),137217,6.4297
541,Salpidae,NON-COPEPOD,Thaliacean,(null),(null),137217,1.1788
629,Salpidae,NON-COPEPOD,Thaliacean,(null),(null),137217,11.3344
677,Salpidae,NON-COPEPOD,Thaliacean,(null),(null),137217,18.8604
1073,Salpidae,NON-COPEPOD,Thaliacean,(null),(null),137217,6.4297
166,Siphonophore,NON-COPEPOD,Cnidarian,(null),(null),1371,13.6012
89,Siphonophore,NON-COPEPOD,Cnidarian,(null),(null),1371,2.7202
100,Siphonophore,NON-COPEPOD,Cnidarian,(null),(null),1371,7.7721
375,Siphonophore,NON-COPEPOD,Cnidarian,(null),(null),1371,0.6801
374,Siphonophore,NON-COPEPOD,Cnidarian,(null),(null),1371,6.8006
436,Siphonophore,NON-COPEPOD,Cnidarian,(null),(null),1371,7.0726
407,Siphonophore,NON-COPEPOD,Cnidarian,(null),(null),1371,3.2148
410,Siphonophore,NON-COPEPOD,Cnidarian,(null),(null),1371,1.7682
617,Siphonophore,NON-COPEPOD,Cnidarian,(null),(null),1371,2.5719
748,Siphonophore,NON-COPEPOD,Cnidarian,(null),(null),1371,1.7682
825,Siphonophore,NON-COPEPOD,Cnidarian,(null),(null),1371,7.8585
172,Sipunculid worm larvae,NON-COPEPOD,Sipunculid,(null),(null),1296,1.0104
132,Tomopteris spp.,NON-COPEPOD,Polychaete,Tomopteris,spp.,129715,3.2148
386,Tomopteris spp.,NON-COPEPOD,Polychaete,Tomopteris,spp.,129715,14.1453
433,Tomopteris spp.,NON-COPEPOD,Polychaete,Tomopteris,spp.,129715,0.0832
22,Clausocalanus parapergens f,COPEPOD,Copepod,Clausocalanus,parapergens,104507,0.8841
391,Clausocalanus parapergens f,COPEPOD,Copepod,Clausocalanus,parapergens,104507,1.4735
494,Clausocalanus parapergens f,COPEPOD,Copepod,Clausocalanus,parapergens,104507,0.7858
287,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,6.4297
5,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,12.8593
111,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,7.0726
298,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,19.289
300,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,6.4297
413,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,19.289
490,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,26.1949
496,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,25.7187
498,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,25.7187
554,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,123.0024
538,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,6.4297
638,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,6.4297
648,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,4.7151
730,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,10.609
710,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,38.578
826,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,21.2179
829,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,24.7542
844,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,7.0726
974,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,33.4343
1014,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,14.1453
1022,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,13.6012
42,Labidocera spp. j,COPEPOD,Copepod,Labidocera,spp.,104208,3.9292
28,Labidocera spp. j,COPEPOD,Copepod,Labidocera,spp.,104208,6.8006
390,Labidocera spp. j,COPEPOD,Copepod,Labidocera,spp.,104208,1.9646
459,Labidocera spp. j,COPEPOD,Copepod,Labidocera,spp.,104208,7.8585
522,Labidocera spp. j,COPEPOD,Copepod,Labidocera,spp.,104208,13.6012
633,Labidocera spp. j,COPEPOD,Copepod,Labidocera,spp.,104208,27.2024
782,Labidocera spp. j,COPEPOD,Copepod,Labidocera,spp.,104208,14.1453
828,Labidocera spp. j,COPEPOD,Copepod,Labidocera,spp.,104208,7.6876
34,Lucicutia spp. j,COPEPOD,Copepod,Lucicutia,spp.,104183,7.0726
679,Lucicutia spp. j,COPEPOD,Copepod,Lucicutia,spp.,104183,6.4297
763,Lucicutia spp. j,COPEPOD,Copepod,Lucicutia,spp.,104183,7.0726
827,Lucicutia spp. j,COPEPOD,Copepod,Lucicutia,spp.,104183,7.0726
884,Lucicutia spp. j,COPEPOD,Copepod,Lucicutia,spp.,104183,7.8585
1013,Lucicutia spp. j,COPEPOD,Copepod,Lucicutia,spp.,104183,3.5363
78,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,3.2148
418,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,20.5004
471,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,40.8037
622,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,43.5239
623,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,337.9148
726,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,275.047
781,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,18.8604
807,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,10.609
865,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,14.1453
847,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,7.0726
840,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,88.4079
896,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,75.7782
908,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,3.572
983,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,7.0726
1085,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,5.4405
292,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,12.8593
141,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,15.717
71,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,2.6195
56,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,23.5755
73,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,27.2024
75,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,0.2526
394,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,58.9386
424,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,2.8868
431,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,0.7073
433,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,0.3328
365,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,6.1886
360,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,7.8585
24,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,268.7602
61,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,7.0726
358,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,15.717
490,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,183.3646
475,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,3.5363
463,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,102.1603
500,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,2.8291
501,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,25.7187
518,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,21.6509
522,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,81.6073
527,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,40.8037
464,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,62.8679
556,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,7.8585
530,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,3.5363
647,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,7.217
666,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,7.0726
636,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,12.8593
648,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,4.7151
653,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,55.0094
633,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,54.4049
680,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,38.578
700,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,3.5363
674,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,19.289
717,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,6.8006
758,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,14.1453
748,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,5.3045
837,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,81.6073
865,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,113.1622
869,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,6.4297
849,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,14.1453
862,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,78.5848
907,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,6.2868
875,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,14.1453
873,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,78.5848
985,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,15.3753
883,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,70.7264
989,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,35.3632
284,Rhincalanus nasutus m,COPEPOD,Copepod,Rhincalanus,nasutus,104543,3.2148
730,Sapphirina nigromaculata m,COPEPOD,Copepod,Sapphirina,nigromaculata,129053,3.5363
152,Sapphirina scarlata f,COPEPOD,Copepod,Sapphirina,scarlata,129058,1.5601
69,Sapphirina scarlata f,COPEPOD,Copepod,Sapphirina,scarlata,129058,6.4297
152,Sapphirina stellata m,COPEPOD,Copepod,Sapphirina,stellata,129060,0.52
49,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,11.7877
122,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,6.4297
16,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,408.0367
107,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,0.6315
55,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,0.3215
4,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,20.0391
100,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,46.6328
